"","hhid","catch","cons","sold","cfr"
"1",1,4.02395386883337,4.07416334979629,0,4.88020775130019
"2",2,4.50359275288853,4.32799873390455,5.04966887417219,4.88020775130019
"3",4,3.52600407551403,4.18486253654204,0,4.88020775130019
"4",5,4.4068980584504,4.17812979258748,2.74591718122809,4.88020775130019
"5",7,4.3048438197075,4.1830133449729,4.04817527475774,4.88020775130019
"6",8,4.09254727100767,4.19250469283042,3.83407299568366,4.88020775130019
"7",9,3.43186005190856,3.63332647373314,2.78150937656723,4.88020775130019
"8",10,4.50394762487205,4.42262657427989,0,4.88020775130019
"9",12,4.00483340514724,3.54640675476048,4.47493224932249,4.88020775130019
"10",13,3.94656398804451,3.47562598040393,0,4.88020775130019
"11",14,4.33052692975049,4.41628413101503,4.48363091974678,4.88020775130019
"12",16,3.24866857269151,3.6745492472846,0,4.88020775130019
"13",19,4.41297236750613,3.97757457211147,4.75193375345703,5.08607682806832
"14",20,4.46214751381212,4.77938501303633,5.04966887417219,5.08607682806832
"15",21,4.38180716150182,4.34678122620002,0,5.08607682806832
"16",22,4.841443834105,3.68422062601743,5.042219055065,5.08607682806832
"17",23,3.8702129582968,4.04696702512872,0,5.08607682806832
"18",24,4.1801546523656,4.18600027982727,4.10827486145564,5.08607682806832
"19",25,3.9198141732064,3.77656746744152,2.65798385658865,5.08607682806832
"20",26,4.23343537278784,4.23461379825591,0,5.08607682806832
"21",28,3.93909543559105,3.74682752873404,0,5.08607682806832
"22",30,4.13971019659831,4.18628749132827,0,5.08607682806832
"23",31,4.50924952729452,4.41993308257202,2.81741659545155,5.08607682806832
"24",33,3.005155945716,3.10834595430389,0,4.23326522024035
"25",34,3.65359981169183,3.5264829568696,3.82407399992992,4.23326522024035
"26",37,4.61370203128553,4.39654118336878,0,4.23326522024035
"27",38,4.06897596123953,4.13829941451108,2.74516610000048,4.23326522024035
"28",39,2.99225107273444,3.00780478151831,0,4.23326522024035
"29",40,3.05835582199079,3.09578324299664,3.10988881523062,4.23326522024035
"30",41,4.07467912351136,4.15420867705302,4.47920382025844,4.23326522024035
"31",43,2.70027460316081,2.68589247114598,2.65798385658865,4.23326522024035
"32",44,3.59718140238223,3.22749194108717,0,4.23326522024035
"33",45,3.24241793192538,3.80411805147564,0,4.23326522024035
"34",46,3.5104127151974,3.51695486182073,0,4.23326522024035
"35",47,2.99158892244176,3.1256672242082,2.65798385658865,4.23326522024035
"36",48,2.95551577716446,2.99649250589838,0,4.23326522024035
"37",49,3.3549741998225,3.78945670870014,2.68388222658231,3.28952240657149
"38",50,3.80300353592298,4.03034112222532,2.5270364816942,3.28952240657149
"39",51,3.36727815938762,3.62086840800112,3.0274562040492,3.28952240657149
"40",53,3.86411386436275,4.03643883414522,2.32817908400605,3.28952240657149
"41",54,4.2968019152768,4.43152964914965,0,3.28952240657149
"42",55,3.14507029840593,3.61629622795704,2.62247103467136,3.28952240657149
"43",56,3.26507504149525,3.94636645396845,2.53662802198551,3.28952240657149
"44",58,4.26243033489227,4.18043040023057,4.41911121986962,3.28952240657149
"45",61,3.47160130273285,3.86620865879243,2.73294583075065,3.28952240657149
"46",62,3.92369968170575,3.84140782854201,5.04966887417219,3.28952240657149
"47",64,4.01965783997704,4.07519271476534,0,3.28952240657149
"48",67,4.07137565057478,4.26193997647115,4.35668783237866,3.64177123020424
"49",68,3.15228480701459,3.11161687478067,0,3.64177123020424
"50",69,3.61448661418963,3.82016938212117,2.9385456106981,3.64177123020424
"51",70,4.27734286175327,4.37864842060575,0,3.64177123020424
"52",71,4.0051715546209,3.86217437368907,3.92733154839365,3.64177123020424
"53",72,3.77483252852598,3.34568191898579,3.88064278693756,3.64177123020424
"54",73,3.46794648724168,3.59986737594707,3.45857916367237,3.64177123020424
"55",74,3.74075731342528,3.87229153348122,4.18432175482855,3.64177123020424
"56",75,4.93154041661734,4.49315954970173,4.56976186781721,3.64177123020424
"57",79,3.46099679804666,3.46792726857812,0,3.64177123020424
"58",83,3.68630066922474,3.99971908337432,2.32817908400605,4.48990715173222
"59",84,3.19929772550928,3.14043897347759,2.6829234396224,4.48990715173222
"60",85,2.78857968222644,2.79894742572492,0,4.48990715173222
"61",86,2.59231184283788,2.55775285772121,2.65798385658865,4.48990715173222
"62",87,2.82211886262886,2.86402976711494,2.65798385658865,4.48990715173222
"63",88,2.71626803852172,3.04216363492614,2.59167535753066,4.48990715173222
"64",89,3.09848362426222,3.07388399198304,2.65798385658865,4.48990715173222
"65",93,3.29773241912524,3.32401553240146,2.89573711168138,4.48990715173222
"66",94,2.74194046236237,2.76711558443618,2.44083039998029,4.48990715173222
"67",96,2.7228449066888,2.79169135848904,2.50755516627951,4.48990715173222
"68",97,3.10636228769942,3.20257450595888,0,4.98287669776831
"69",98,3.46099505843943,3.23068708563459,0,4.98287669776831
"70",99,3.85170547157474,4.06410757766584,2.65798385658865,4.98287669776831
"71",101,3.11655739577833,3.01758463133297,0,4.98287669776831
"72",102,4.02623734536868,3.29107129079541,3.65393310222754,4.98287669776831
"73",103,4.28789520627531,4.21853787769428,4.29933014876656,4.98287669776831
"74",106,4.34256896434285,4.41626238115881,3.18744226875463,4.98287669776831
"75",107,2.6402434170393,2.62614039492198,2.4337612468635,4.98287669776831
"76",109,4.1952525457573,4.37273760605578,3.56758432062763,4.98287669776831
"77",110,4.38477017862772,4.23464346154071,4.39862668415941,4.98287669776831
"78",113,4.10943178519789,4.13889321323289,0,4.72315194969296
"79",115,4.25090867131354,4.2836414122472,0,4.72315194969296
"80",116,4.2481787592228,4.36624825234639,3.17484153007204,4.72315194969296
"81",117,3.95794358752044,3.94972384119882,0,4.72315194969296
"82",118,3.78361369098596,4.00080716080356,2.65798385658865,4.72315194969296
"83",119,3.99845365441365,3.80781956161076,0,4.72315194969296
"84",120,4.27235824314437,4.10709937533883,2.95607662647823,4.72315194969296
"85",121,4.23792126720733,4.21878562933436,4.17121272333746,4.72315194969296
"86",122,4.229640021447,4.22665025169691,2.65798385658865,4.72315194969296
"87",123,4.11502268938334,4.18510151552771,3.31749149962843,4.72315194969296
"88",126,4.12389685642107,4.13625207406574,3.26686189742153,4.72315194969296
"89",129,4.6226009757899,4.47794074542504,0,4.84156099418799
"90",131,4.34311095602729,4.34496302347943,0,4.84156099418799
"91",132,4.19532687822531,4.34216701506884,3.04900959793913,4.84156099418799
"92",133,4.35594349107546,4.18877985714204,0,4.84156099418799
"93",135,4.18853434364918,4.16096200756112,0,4.84156099418799
"94",136,4.20350437228914,4.19897766849599,0,4.84156099418799
"95",137,4.04827269363831,4.16818174177921,3.06543250484726,4.84156099418799
"96",138,4.13685293296046,4.25580458861974,2.93593849589865,4.84156099418799
"97",139,4.62581370327022,4.23767796828911,5.03549973047775,4.84156099418799
"98",141,4.20748149999053,4.20355741534403,2.65798385658865,4.84156099418799
"99",143,4.45925692744824,4.51141181890469,3.06543250484726,4.84156099418799
"100",145,3.50079197809151,3.54966508466132,0,4.1394364254311
"101",147,3.56414273648027,3.59493290476887,0,4.1394364254311
"102",150,3.61776154042909,3.62239164430384,4.04217526717018,4.1394364254311
"103",151,3.66058708380449,3.36388899624543,0,4.1394364254311
"104",155,3.89407795141782,3.90891410586701,4.12569002258021,4.1394364254311
"105",156,3.20596230245132,3.33587095156573,2.87687338732745,4.1394364254311
"106",157,3.83121635371466,3.87392164855546,0,4.1394364254311
"107",158,3.31297625956594,3.70745239214588,2.87945097687477,4.1394364254311
"108",159,3.62439065266851,3.61943385120598,3.4295999587368,4.1394364254311
"109",160,3.78344641321499,3.8894230259432,3.47908271241398,4.1394364254311
"110",161,4.35632796453409,4.34270096101709,4.59422825594538,4.38967974160531
"111",162,3.99366135112243,3.85737557597796,5.02351630309289,4.38967974160531
"112",163,3.98417462030178,4.00879074679241,3.02256661784414,4.38967974160531
"113",165,3.42891945162901,3.62129992387931,3.13334061289037,4.38967974160531
"114",166,3.72886756381517,3.44418489119749,3.77661981923281,4.38967974160531
"115",169,3.58102859317407,3.7385587527315,3.07961479145462,4.38967974160531
"116",170,3.66142946180225,3.60255183784026,3.79953060370492,4.38967974160531
"117",173,3.97225114230508,4.07100516660462,3.97072870447087,4.38967974160531
"118",174,3.51883023702371,3.59202632273192,3.01450142381494,4.38967974160531
"119",176,3.01259352490118,3.25335672496514,2.72242587444328,4.38967974160531
"120",179,3.59842115829762,3.61218956231784,0,3.98923415740785
"121",180,3.44816270948788,3.4064930188899,3.4743604826866,3.98923415740785
"122",181,3.51252016302229,3.59040827954703,3.09362682777794,3.98923415740785
"123",182,3.3546439568765,3.37916035929707,0,3.98923415740785
"124",183,4.20234062333327,4.25456517983001,3.34254842750752,3.98923415740785
"125",184,3.06681998439481,3.11396806568348,2.718980529294,3.98923415740785
"126",185,3.54447553193746,3.5858620215605,3.46137262983906,3.98923415740785
"127",188,3.3886402203313,3.42166373396612,0,3.98923415740785
"128",190,3.61947470914676,3.65717321987599,0,3.98923415740785
"129",192,3.52133413869134,3.54995145834246,3.37069871349373,3.98923415740785
"130",193,4.35838403032797,4.08788596210665,0,3.81875534866597
"131",194,4.53305330401341,4.46057689960092,0,3.81875534866597
"132",195,4.0792711653476,4.0976732172124,3.21806945187304,3.81875534866597
"133",196,3.75082484592746,3.73239120681336,3.02300857109439,3.81875534866597
"134",197,4.1908539173636,4.23594568977388,0,3.81875534866597
"135",199,4.28591321783268,4.18676319625049,3.60869736919208,3.81875534866597
"136",202,4.2098528569992,4.25262205967421,3.72223319084924,3.81875534866597
"137",203,4.17338145363151,4.07744820767719,4.75677117886179,3.81875534866597
"138",205,4.53925181935566,4.371272880894,4.24268791858521,3.81875534866597
"139",207,4.39075553652721,4.38233515201968,4.44245593898915,3.81875534866597
"140",209,3.8316002009927,3.83062167084516,0,4.37455651364277
"141",210,4.24117479034637,4.11486403031813,3.20290624287772,4.37455651364277
"142",211,4.13318647647398,3.97327243397381,4.23942322954637,4.37455651364277
"143",214,3.92798286373382,3.88098051078547,2.96696602897498,4.37455651364277
"144",215,3.77550841711487,3.7880624327439,0,4.37455651364277
"145",216,4.05775995365171,3.99738696483687,3.62010567030151,4.37455651364277
"146",217,4.17438171990395,3.92914153547071,4.47920419627126,4.37455651364277
"147",219,3.66340734418756,3.58040458485816,3.47790736731063,4.37455651364277
"148",221,4.33835266717441,4.1103153533317,4.56377855709359,4.37455651364277
"149",222,3.65296236191906,3.66435034555933,3.13334061289037,4.37455651364277
"150",225,3.48969574677398,3.39302383640801,3.25557358821055,4.33629410494554
"151",226,3.40211407421208,3.39153153847679,3.72320546723391,4.33629410494554
"152",229,3.77735862304172,3.78996609656609,0,4.33629410494554
"153",230,3.70522031430869,3.60138160302464,3.30895998325086,4.33629410494554
"154",231,3.91274310926004,4.20434939257605,3.1229442171099,4.33629410494554
"155",232,3.24701083673214,3.27471576201675,3.04089889048875,4.33629410494554
"156",233,3.2451208710215,3.80264193838534,3.01394366302567,4.33629410494554
"157",236,4.07084677875124,3.90646083296937,3.57434326374611,4.33629410494554
"158",237,3.77985678105987,4.21064288607548,3.49576098459225,4.33629410494554
"159",238,3.5154189115185,3.67168040627825,3.09392278958047,4.33629410494554
"160",241,3.50625687967618,3.60956611647401,0,4.3285117197114
"161",244,3.59123071842379,3.55011922049351,3.78108123182456,4.3285117197114
"162",246,3.31144177742409,3.34830511503423,0,4.3285117197114
"163",247,3.70197567987475,3.74787799022246,0,4.3285117197114
"164",248,3.4720674667518,3.37688469117369,0,4.3285117197114
"165",249,3.62878298656091,3.48244135938918,3.62013775047501,4.3285117197114
"166",251,2.97090158182695,3.0338809316944,0,4.3285117197114
"167",252,3.38451702853416,3.38083010200816,0,4.3285117197114
"168",253,4.50841819971042,4.53579937106285,4.69138351723272,4.3285117197114
"169",254,3.35877324343438,3.1984966415221,3.15298112020746,4.3285117197114
"170",257,3.47903343329217,3.35532274094305,3.46544185236088,3.48208682154095
"171",258,3.72898262740307,3.33357827470601,4.02231207540967,3.48208682154095
